fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,alcohol.density.ratio,quality_label
6.9,0.41,0.33,2.4069451083182885,0.042101176018635396,28.0,152.0,0.9968,3.2,0.52,9.4,5,9.430176565008026,Low
6.4,0.45,0.07,0.7419373447293773,0.0295588022415444,10.0,131.0,0.9905,2.97,0.28,10.8,5,10.903584048460374,Low
6.4,0.475,0.06,0.6931471805599453,0.0295588022415444,9.0,131.0,0.9904,2.97,0.29,10.8,5,10.904684975767369,Low
6.3,0.27,0.38,0.6418538861723948,0.04974209189481407,7.0,140.0,0.9926,3.45,0.5,10.5,7,10.578279266572638,High
7.0,0.29,0.37,1.7749523509116738,0.03343477608623739,26.0,127.0,0.9928,3.17,0.44,10.8,6,10.878323932312652,Low
5.9,0.27,0.29,2.517696472610991,0.03536714383729131,31.0,115.0,0.9949,3.35,0.48,10.5,8,10.553824504975374,High
6.9,0.19,0.4,0.8754687373538999,0.03536714383729131,14.0,55.0,0.9909,3.08,0.68,11.5,7,11.605611060651933,High
6.7,0.3,0.35,0.8754687373538999,0.16551443847757338,36.0,160.0,0.9937,3.11,0.54,9.4,6,9.459595451343464,Low
7.2,0.24,0.4,0.8754687373538999,0.04401688541677433,31.0,106.0,0.9914,2.88,0.38,10.8,6,10.893685696994151,Low
6.4,0.45,0.07,0.7419373447293773,0.0295588022415444,10.0,131.0,0.9905,2.97,0.28,10.8,5,10.903584048460374,Low
6.4,0.475,0.06,0.6931471805599453,0.0295588022415444,9.0,131.0,0.9904,2.97,0.29,10.8,5,10.904684975767369,Low
6.3,0.26,0.49,0.9162907318741551,0.050693114315518116,34.0,134.0,0.9924,2.99,0.61,9.8,6,9.875050382910118,Low
6.3,0.26,0.49,0.9162907318741551,0.050693114315518116,34.0,134.0,0.9924,2.99,0.61,9.8,6,9.875050382910118,Low
7.3,0.25,0.29,2.1400661634962708,0.04783732941416013,38.0,158.0,0.9965,3.43,0.38,9.6,5,9.633718013045659,Low
7.3,0.25,0.29,2.1400661634962708,0.04783732941416013,38.0,158.0,0.9965,3.43,0.38,9.6,5,9.633718013045659,Low
6.1,0.28,0.25,2.9311937524164198,0.04305948946044697,48.0,161.0,0.9993,3.34,0.48,9.5,5,9.506654658260782,Low
6.5,0.36,0.28,1.4350845252893227,0.03633192924739028,29.0,119.0,0.9908,3.25,0.65,12.4,8,12.515139281388777,High
7.4,0.24,0.4,1.667706820558076,0.03149866705937099,9.0,95.0,0.992,3.09,0.39,11.1,6,11.189516129032258,Low
7.5,0.23,0.68,2.4849066497880004,0.045928931888399804,37.0,133.0,0.9978,2.99,0.38,8.8,5,8.819402685909001,Low
7.5,0.21,0.68,2.4765384001174837,0.04401688541677433,38.0,133.0,0.9978,3.0,0.36,8.7,5,8.719182200841852,Low
7.5,0.21,0.68,2.4765384001174837,0.04401688541677433,38.0,133.0,0.9978,3.0,0.36,8.7,5,8.719182200841852,Low
7.5,0.23,0.68,2.4849066497880004,0.045928931888399804,37.0,133.0,0.9978,2.99,0.38,8.8,5,8.819402685909001,Low
7.8,0.32,0.33,1.2237754316221157,0.03633192924739028,18.0,101.0,0.9912,3.21,0.65,11.7,7,11.803874092009686,High
7.8,0.26,0.27,1.0647107369924282,0.04974209189481407,52.0,195.0,0.9928,3.23,0.5,10.9,6,10.97904915390814,Low
7.7,0.24,0.27,1.0296194171811581,0.04974209189481407,52.0,190.0,0.9928,3.23,0.5,10.8,6,10.878323932312652,Low
7.4,0.19,0.3,0.8754687373538999,0.055434706888100586,33.0,135.0,0.993,3.12,0.5,9.6,6,9.667673716012084,Low
6.5,0.46,0.41,2.8791984572980396,0.08065790301745447,59.0,222.0,0.9993,3.18,0.58,9.0,5,9.006304413089163,Low
6.5,0.26,0.43,2.2925347571405443,0.07973496801885356,50.0,171.0,0.9965,2.85,0.5,9.0,5,9.031610637230306,Low
5.3,0.32,0.12,2.028148247292285,0.042101176018635396,22.0,141.0,0.9937,3.36,0.6,10.4,6,10.465935392975748,Low
7.2,0.24,0.34,0.7419373447293773,0.04401688541677433,3.0,64.0,0.9913,3.23,0.51,11.4,5,11.500050438817714,Low
6.0,0.36,0.06,0.8754687373538999,0.0639133257436528,27.0,128.0,0.9934,3.26,0.55,9.3,5,9.361787799476547,Low
6.2,0.24,0.29,2.6602595372658615,0.038258712117090345,49.0,130.0,0.9952,3.33,0.46,11.0,8,11.053054662379422,High
7.6,0.56,0.12,2.4336133554004498,0.0916671885258238,22.0,177.0,0.9983,3.32,0.45,9.1,4,9.115496343784434,Low
7.0,0.32,0.24,1.9740810260220096,0.046883585898850416,31.0,228.0,0.9957,3.23,0.62,9.4,6,9.440594556593352,Low
7.0,0.32,0.24,1.9740810260220096,0.046883585898850416,31.0,228.0,0.9957,3.23,0.62,9.4,6,9.440594556593352,Low
5.8,0.31,0.33,0.7884573603642702,0.03536714383729131,23.0,99.0,0.9916,3.18,0.6,10.5,6,10.588947156111335,Low
7.0,0.23,0.42,2.94706710157271,0.048790164169432,35.0,144.0,0.9999,3.22,0.42,8.8,5,8.800880088008801,Low
7.0,0.23,0.42,2.94706710157271,0.048790164169432,35.0,144.0,0.9999,3.22,0.42,8.8,5,8.800880088008801,Low
6.9,0.24,0.33,1.7578579175523736,0.039220713153281295,16.0,131.0,0.9936,3.26,0.64,10.7,6,10.76892109500805,Low
6.0,0.29,0.2,2.6100697927420065,0.04401688541677433,45.0,187.0,0.9972,3.33,0.42,9.5,5,9.526674689129562,Low
6.1,0.17,0.28,1.7047480922384253,0.032467190137501496,46.0,150.0,0.9933,3.43,0.49,10.9,6,10.973522601429579,Low
5.9,0.14,0.25,1.7047480922384253,0.026641930946421175,34.0,140.0,0.9934,3.49,0.51,10.8,6,10.871753573585666,Low
6.2,0.17,0.28,1.7404661748405046,0.03633192924739028,39.0,133.0,0.9931,3.41,0.46,10.8,7,10.87503776054778,High
7.4,0.28,0.25,2.5572273113676265,0.05164323315183845,25.0,148.0,0.9976,3.1,0.62,9.2,5,9.222133119486767,Low
5.6,0.35,0.14,1.791759469228055,0.044973365642731154,48.0,198.0,0.9937,3.3,0.71,10.3,5,10.36530139881252,Low
5.8,0.335,0.14,1.916922612182061,0.044973365642731154,49.0,197.0,0.9937,3.3,0.71,10.3,5,10.36530139881252,Low
5.6,0.235,0.29,0.7884573603642702,0.045928931888399804,33.0,127.0,0.991,3.34,0.5,11.0,7,11.099899091826439,High
6.1,0.28,0.25,2.631888840136646,0.05259245011917058,34.0,189.0,0.9979,3.25,0.43,9.0,4,9.018939773524401,Low
6.3,0.21,0.33,2.7013612129514133,0.044973365642731154,68.0,179.0,0.9971,3.36,0.5,10.4,6,10.430247718383312,Low
6.4,0.24,0.28,2.5257286443082556,0.048790164169432,34.0,163.0,0.9969,3.31,0.45,9.5,5,9.529541578894573,Low
6.4,0.24,0.29,2.517696472610991,0.04974209189481407,32.0,166.0,0.9968,3.31,0.45,9.5,5,9.530497592295346,Low
6.3,0.26,0.25,2.174751721484161,0.05638033343610764,44.0,166.0,0.9961,3.24,0.41,9.0,5,9.035237425961249,Low
6.5,0.33,0.72,0.7419373447293773,0.05921185963184609,7.0,151.0,0.993,3.09,0.57,9.5,4,9.566968781470292,Low
7.4,0.105,0.34,2.580216829592325,0.048790164169432,57.0,146.0,0.9973,3.16,0.37,9.0,6,9.024365787626593,Low
6.0,0.32,0.12,1.9315214116032138,0.04018178963283184,34.0,190.0,0.9944,3.16,0.72,10.0,5,10.05631536604988,Low
7.1,0.26,0.34,2.7343675094195836,0.06485097231961633,35.0,189.0,0.9986,3.07,0.53,9.1,7,9.112757861005408,High
7.1,0.26,0.34,2.7343675094195836,0.06485097231961633,35.0,189.0,0.9986,3.07,0.53,9.1,7,9.112757861005408,High
7.1,0.26,0.34,2.7343675094195836,0.06485097231961633,35.0,189.0,0.9986,3.07,0.53,9.1,7,9.112757861005408,High
7.1,0.26,0.34,2.7343675094195836,0.06485097231961633,35.0,189.0,0.9986,3.07,0.53,9.1,7,9.112757861005408,High
5.9,0.24,0.26,2.5877640352277083,0.05164323315183845,34.0,134.0,0.9972,3.34,0.45,9.5,6,9.526674689129562,Low
6.5,0.21,0.37,1.252762968495368,0.046883585898850416,70.0,138.0,0.9917,3.33,0.75,11.4,7,11.495411918927095,High
7.7,0.27,0.35,1.840549633397487,0.0295588022415444,30.0,117.0,0.992,3.11,0.42,12.2,6,12.298387096774192,Low
9.0,0.27,0.35,1.7749523509116738,0.027615167032973367,27.0,95.0,0.9932,3.04,0.4,11.3,6,11.377366089407975,Low
7.3,0.34,0.21,1.4350845252893227,0.048790164169432,14.0,136.0,0.9936,3.25,0.44,10.2,5,10.265700483091786,Low
6.6,0.27,0.25,1.410986973710262,0.050693114315518116,41.0,188.0,0.9915,3.24,0.4,11.3,5,11.396873424104891,Low
6.8,0.29,0.16,0.8754687373538999,0.037295784743696894,122.5,234.5,0.9922,3.15,0.47,10.0,4,10.078613182826043,Low
7.1,0.28,0.26,1.0647107369924282,0.04783732941416013,12.0,86.0,0.9934,3.15,0.38,9.4,5,9.462452184417154,Low
6.8,0.25,0.34,2.70805020110221,0.03149866705937099,47.0,133.0,0.9952,3.37,0.5,12.2,7,12.258842443729904,High
7.0,0.57,0.1,2.2300144001592104,0.08984070399978947,23.0,188.0,0.9972,3.4,0.47,9.2,4,9.22583233052547,Low
7.1,0.17,0.38,2.128231705849268,0.050693114315518116,49.0,182.0,0.9958,3.35,0.52,9.6,6,9.640490058244627,Low
7.8,0.28,0.22,0.8754687373538999,0.05448818528406973,24.0,130.0,0.9944,3.28,0.48,9.5,5,9.553499597747386,Low
6.8,0.22,0.37,0.9932517730102833,0.03536714383729131,38.0,195.0,0.9908,3.35,0.72,12.5,6,12.616067823980622,Low
7.1,0.17,0.38,2.128231705849268,0.050693114315518116,49.0,182.0,0.9958,3.35,0.52,9.6,6,9.640490058244627,Low
6.1,0.14,0.25,0.832909122935104,0.045928931888399804,37.0,173.0,0.9925,3.35,0.46,10.0,6,10.075566750629722,Low
6.4,0.24,0.5,2.533696813957432,0.045928931888399804,60.0,211.0,0.9966,3.18,0.57,9.3,5,9.331727874774232,Low
7.8,0.42,0.26,2.322387720290225,0.05638033343610764,34.0,199.0,0.9972,3.14,0.55,9.3,6,9.326113116726836,Low
6.6,0.28,0.36,0.9932517730102833,0.037295784743696894,22.0,101.0,0.9912,3.29,0.57,11.6,6,11.702986279257466,Low
7.1,0.32,0.34,2.740840023925201,0.038258712117090345,46.0,150.0,0.995,3.38,0.5,12.5,8,12.56281407035176,High
6.7,0.31,0.3,1.1314021114911006,0.037295784743696894,18.0,130.0,0.9928,3.36,0.63,10.6,6,10.676873489121675,Low
6.4,0.32,0.5,2.4595888418037104,0.045928931888399804,57.0,206.0,0.9968,3.08,0.6,9.4,5,9.430176565008026,Low
6.1,0.28,0.25,2.066862759472976,0.05448818528406973,44.0,201.0,0.9955,3.19,0.4,9.1,6,9.141135107985935,Low
5.9,0.29,0.25,2.5649493574615367,0.055434706888100586,48.0,224.0,0.9981,3.23,0.41,9.0,6,9.017132551848512,Low
5.8,0.32,0.38,1.749199854809259,0.032467190137501496,23.0,94.0,0.991,3.42,0.42,11.8,7,11.907164480322907,High
5.8,0.32,0.38,1.749199854809259,0.032467190137501496,23.0,94.0,0.991,3.42,0.42,11.8,7,11.907164480322907,High
5.7,0.32,0.38,1.749199854809259,0.032467190137501496,23.0,94.0,0.991,3.42,0.42,11.8,7,11.907164480322907,High
6.7,0.28,0.14,0.8754687373538999,0.042101176018635396,64.0,159.0,0.992,3.17,0.39,10.0,5,10.080645161290322,Low
6.8,0.34,0.69,0.832909122935104,0.05638033343610764,12.0,171.0,0.9931,3.06,0.47,9.7,5,9.767395025677171,Low
5.9,0.25,0.25,2.509599262378372,0.050693114315518116,30.0,165.0,0.997,3.24,0.44,9.5,6,9.528585757271815,Low
6.4,0.27,0.32,1.7047480922384253,0.2151113796169455,61.0,174.0,0.9948,3.12,0.48,9.4,5,9.449135504624046,Low
8.1,0.46,0.31,0.9932517730102833,0.050693114315518116,50.0,183.0,0.9923,3.03,0.42,11.2,5,11.286909200846518,Low
6.2,0.36,0.26,2.653241964607215,0.04974209189481407,54.0,201.0,0.9976,3.25,0.46,9.0,5,9.021651964715316,Low
6.8,0.22,0.35,1.8718021769015913,0.042101176018635396,21.0,114.0,0.9938,3.3,0.53,10.7,7,10.766753874018917,High
6.8,0.67,0.3,2.6390573296152584,0.2546422183735807,22.0,193.0,0.9984,3.08,0.67,9.0,4,9.014423076923077,Low
7.2,0.28,0.3,2.4595888418037104,0.04305948946044697,61.0,222.0,0.9972,3.14,0.5,9.1,6,9.125551544324107,Low
6.7,0.17,0.37,1.0986122886681098,0.038258712117090345,34.0,125.0,0.9922,3.26,0.6,10.8,7,10.884902237452128,High
6.9,0.2,0.34,1.0647107369924282,0.042101176018635396,25.0,136.0,0.9935,3.31,0.6,10.1,4,10.166079516859586,Low
6.1,0.36,0.16,2.0014800002101243,0.03633192924739028,36.0,198.0,0.9944,3.17,0.62,9.9,6,9.955752212389381,Low
6.0,0.36,0.16,1.9878743481543455,0.03536714383729131,36.0,191.0,0.9942,3.17,0.62,9.8,5,9.857171595252465,Low
5.9,0.37,0.14,1.9878743481543455,0.03536714383729131,34.0,185.0,0.9944,3.17,0.63,9.8,5,9.855189058728882,Low
7.6,0.29,0.58,2.917770732084279,0.04018178963283184,51.0,225.0,0.9997,3.16,0.66,9.5,6,9.502850855256577,Low
6.3,0.34,0.28,2.7536607123542622,0.045928931888399804,49.0,198.0,0.9977,3.23,0.46,9.5,5,9.521900370852961,Low
6.7,0.19,0.34,0.6931471805599453,0.02176149178151269,22.0,94.0,0.9912,3.23,0.57,11.1,6,11.198547215496369,Low
7.5,0.31,0.51,2.760009940032921,0.038258712117090345,62.0,204.0,0.9982,3.06,0.6,9.5,5,9.517130835503908,Low
7.5,0.31,0.51,2.760009940032921,0.038258712117090345,62.0,204.0,0.9982,3.06,0.6,9.5,5,9.517130835503908,Low
7.4,0.31,0.48,2.7212954278522306,0.04114194333117518,62.0,204.0,0.9983,3.06,0.59,9.4,5,9.416007212260844,Low
8.4,0.4,0.7,2.6461747973841225,0.04114194333117518,29.0,197.0,0.998,3.06,0.64,9.7,5,9.719438877755511,Low
5.9,0.34,0.22,1.2237754316221157,0.0295588022415444,19.0,135.0,0.9894,3.41,0.78,13.9,7,14.048918536486761,High
6.6,0.38,0.18,0.7884573603642702,0.04114194333117518,20.0,84.0,0.9927,3.22,0.45,10.1,4,10.174272186964842,Low
6.4,0.33,0.28,0.7419373447293773,0.037295784743696894,30.0,110.0,0.9917,3.12,0.42,10.5,6,10.587879399011797,Low
5.6,0.25,0.26,1.5260563034950492,0.03633192924739028,18.0,115.0,0.9904,3.42,0.5,12.6,6,12.722132471728594,Low
8.6,0.27,0.46,1.9600947840472698,0.03149866705937099,13.0,41.0,0.993,2.89,0.34,10.9,5,10.976837865055389,Low
6.2,0.31,0.21,1.9878743481543455,0.04018178963283184,50.0,218.0,0.9941,3.15,0.6,10.0,5,10.059350165979279,Low
7.2,0.18,0.45,1.6863989535702288,0.044973365642731154,57.0,166.0,0.9943,3.13,0.62,11.2,6,11.264205974052096,Low
7.7,0.2,0.44,2.7013612129514133,0.048790164169432,44.0,130.0,0.99855,3.11,0.48,10.0,6,10.014521055530519,Low
6.2,0.47,0.21,0.6931471805599453,0.04305948946044697,13.0,98.0,0.99345,3.14,0.46,9.2,5,9.260657305350042,Low
6.1,0.25,0.24,2.5726122302071057,0.044973365642731154,51.0,172.0,0.998,3.35,0.45,9.5,5,9.519038076152304,Low
8.2,0.27,0.43,0.9555114450274363,0.0344014267173324,31.0,128.0,0.9916,3.1,0.5,12.3,6,12.404195240016136,Low
8.2,0.27,0.43,0.9555114450274363,0.0344014267173324,31.0,128.0,0.9916,3.1,0.5,12.3,6,12.404195240016136,Low
6.4,0.31,0.39,2.1400661634962708,0.039220713153281295,57.0,213.0,0.99475,3.32,0.43,10.0,5,10.052777079668259,Low
6.0,0.39,0.26,1.308332819650179,0.037295784743696894,39.0,187.0,0.99325,3.41,0.5,10.8,6,10.873395419078783,Low
6.2,0.21,0.27,0.9932517730102833,0.037295784743696894,41.0,150.0,0.9933,3.49,0.71,10.5,7,10.570824524312897,High
7.7,0.42,0.31,2.322387720290225,0.046883585898850416,22.0,221.0,0.9969,3.06,0.61,9.2,6,9.22860868692948,Low
7.0,0.27,0.41,2.9831534913471307,0.04114194333117518,34.0,157.0,1.0002,2.96,0.5,9.1,5,9.098180363927215,Low
7.4,0.29,0.5,1.0296194171811581,0.04114194333117518,35.0,127.0,0.9937,3.45,0.5,10.2,7,10.26466740464929,High
6.6,0.29,0.44,2.302585092994046,0.05164323315183845,62.0,178.0,0.99685,3.02,0.45,8.9,5,8.928123589306315,Low
6.0,0.3,0.44,0.9162907318741551,0.044973365642731154,15.0,182.0,0.99455,3.5,0.52,10.4,5,10.45699059876326,Low
6.9,0.31,0.34,0.9555114450274363,0.03149866705937099,23.0,128.0,0.9917,3.37,0.47,11.7,6,11.79792275889886,Low
6.6,0.33,0.31,0.832909122935104,0.019802627296179712,29.0,89.0,0.99035,3.26,0.44,12.4,8,12.52082597061645,High
7.8,0.3,0.4,1.0296194171811581,0.027615167032973367,23.0,122.0,0.9914,3.14,0.39,10.9,7,10.994553157151504,High
6.4,0.39,0.21,0.7884573603642702,0.04018178963283184,35.0,136.0,0.99225,3.15,0.46,10.2,5,10.279667422524565,Low
6.4,0.24,0.31,1.33500106673234,0.037295784743696894,41.0,114.0,0.99155,3.37,0.66,11.7,7,11.79970752861681,High
7.0,0.21,0.34,2.1972245773362196,0.055434706888100586,19.0,101.0,0.9954,2.99,0.59,9.4,5,9.44343982318666,Low
6.0,0.33,0.27,0.5877866649021191,0.1697427745870945,12.0,188.0,0.9924,3.12,0.62,9.4,5,9.47198710197501,Low
6.2,0.25,0.48,2.3978952727983707,0.04305948946044697,78.0,240.0,0.99655,3.25,0.47,9.5,6,9.532888465204957,Low
6.6,0.25,0.3,2.7343675094195836,0.050693114315518116,40.0,183.0,0.998,3.02,0.5,9.1,6,9.118236472945892,Low
6.9,0.38,0.25,2.379546134130174,0.039220713153281295,28.0,191.0,0.9971,3.28,0.61,9.2,5,9.22675759703139,Low
6.4,0.25,0.3,1.8718021769015913,0.037295784743696894,15.0,129.0,0.9948,3.14,0.49,9.6,6,9.650180940892641,Low
6.6,0.25,0.3,2.7343675094195836,0.050693114315518116,40.0,183.0,0.998,3.02,0.5,9.1,6,9.118236472945892,Low
6.9,0.38,0.25,2.379546134130174,0.039220713153281295,28.0,191.0,0.9971,3.28,0.61,9.2,5,9.22675759703139,Low
7.1,0.21,0.31,1.5686159179138452,0.020782539182528502,40.0,142.0,0.99215,3.17,0.39,10.8,7,10.885450788691227,High
6.4,0.25,0.3,1.8718021769015913,0.037295784743696894,15.0,129.0,0.9948,3.14,0.49,9.6,6,9.650180940892641,Low
6.9,0.39,0.4,1.7227665977411035,0.02176149178151269,5.0,19.0,0.9915,3.31,0.37,12.6,3,12.708018154311649,Low
5.8,0.2,0.3,0.9162907318741551,0.03052920503482287,21.0,57.0,0.99115,3.44,0.55,11.0,6,11.098219240276446,Low
7.0,0.2,0.37,1.0986122886681098,0.0295588022415444,26.0,136.0,0.9932,3.28,0.61,10.2,6,10.269834877164719,Low
5.9,0.26,0.25,2.6026896854443837,0.03343477608623739,38.0,152.0,0.9977,3.33,0.43,9.4,5,9.421669840633458,Low
7.4,0.38,0.27,2.1400661634962708,0.04018178963283184,24.0,160.0,0.99535,3.17,0.43,10.0,5,10.046717235143417,Low
7.0,0.21,0.34,2.2512917986064953,0.032467190137501496,31.0,253.0,0.9953,3.22,0.56,10.5,6,10.54958304028936,Low
7.2,0.29,0.4,2.151762203259462,0.023716526617316044,56.0,177.0,0.9928,3.04,0.32,11.5,6,11.583400483481064,Low
6.9,0.18,0.38,2.2082744135228043,0.04783732941416013,44.0,176.0,0.9958,3.3,0.54,9.8,6,9.841333601124724,Low
7.3,0.3,0.42,2.122261538862764,0.0246926125903715,51.0,175.0,0.9928,3.04,0.32,11.4,6,11.482675261885577,Low
6.9,0.2,0.5,2.3978952727983707,0.03536714383729131,78.0,167.0,0.9964,3.15,0.55,10.2,6,10.236852669610599,Low
6.7,0.2,0.42,2.70805020110221,0.037295784743696894,83.0,160.0,0.9987,3.16,0.5,9.4,6,9.412235906678683,Low
7.0,0.21,0.34,2.2512917986064953,0.032467190137501496,31.0,253.0,0.9953,3.22,0.56,10.5,6,10.54958304028936,Low
5.9,0.35,0.47,1.1631508098056809,0.10436001532424277,14.0,138.0,0.9932,3.09,0.5,9.1,5,9.162303664921465,Low
7.1,0.28,0.44,1.0296194171811581,0.03149866705937099,32.0,107.0,0.9907,3.25,0.48,12.2,7,12.314525083274452,High
5.8,0.25,0.28,2.4932054526026954,0.05448818528406973,45.0,175.0,0.99755,3.42,0.43,9.5,5,9.523332163801312,Low
6.8,0.22,0.37,2.785011242238338,0.04974209189481407,68.0,178.0,0.99935,3.4,0.85,9.3,6,9.306048931805675,Low
7.1,0.14,0.4,0.7884573603642702,0.04974209189481407,55.0,136.0,0.9932,3.3,0.96,9.8,7,9.86709625453081,High
7.1,0.13,0.4,0.7884573603642702,0.045928931888399804,54.0,134.0,0.9932,3.3,0.97,9.8,7,9.86709625453081,High
6.9,0.18,0.38,2.2082744135228043,0.04783732941416013,44.0,176.0,0.9958,3.3,0.54,9.8,6,9.841333601124724,Low
7.0,0.2,0.38,2.2082744135228043,0.048790164169432,42.0,173.0,0.99585,3.3,0.54,9.8,6,9.840839483858012,Low
6.8,0.24,0.49,3.0106208860477417,0.055434706888100586,55.0,247.0,1.00055,3.0,0.56,8.7,5,8.695217630303333,Low
5.0,0.44,0.04,2.975529566236472,0.038258712117090345,38.0,128.0,0.9985,3.37,0.57,10.2,6,10.215322984476714,Low
6.3,0.3,0.28,1.791759469228055,0.04114194333117518,36.0,168.0,0.99505,3.22,0.69,9.5,6,9.547258931711974,Low
7.2,0.27,0.42,0.9555114450274363,0.048790164169432,35.0,135.0,0.992,2.94,0.46,11.0,6,11.088709677419354,Low
6.7,0.5,0.63,2.667228206581955,0.07510747248680541,81.0,238.0,0.9988,3.08,0.44,9.2,5,9.2110532639167,Low
6.8,0.2,0.36,0.9555114450274363,0.027615167032973367,7.0,46.0,0.99175,3.21,0.6,10.9,6,10.990673052684649,Low
6.7,0.11,0.34,2.2823823856765264,0.042101176018635396,41.0,113.0,0.9962,3.42,0.4,9.3,7,9.335474804256174,High
6.7,0.11,0.34,2.2823823856765264,0.042101176018635396,41.0,113.0,0.9962,3.42,0.4,9.3,7,9.335474804256174,High
6.8,0.12,0.31,1.824549292051046,0.04401688541677433,29.0,120.0,0.9942,3.41,0.46,9.8,7,9.857171595252465,High
6.6,0.16,0.57,0.7419373447293773,0.12221763272424921,58.0,140.0,0.9927,3.12,0.39,9.3,7,9.368389241462678,High
6.6,0.21,0.6,0.7419373447293773,0.126632650933366,61.0,144.0,0.9927,3.12,0.39,9.3,7,9.368389241462678,High
6.1,0.27,0.3,2.8735646395797834,0.038258712117090345,49.0,172.0,0.99985,3.4,0.45,9.4,5,9.40141021153173,Low
9.1,0.27,0.45,2.451005098112319,0.0344014267173324,28.0,124.0,0.997,3.2,0.46,10.4,9,10.431293881644935,High
6.4,0.225,0.48,1.1631508098056809,0.10885440491208209,29.0,104.0,0.9918,3.24,0.58,12.1,6,12.200040330711836,Low
8.3,0.14,0.45,0.9162907318741551,0.038258712117090345,18.0,98.0,0.99215,3.02,0.56,11.0,6,11.087033210704027,Low
7.2,0.23,0.19,2.6878474937846906,0.050693114315518116,47.0,197.0,0.99865,3.12,0.53,9.0,5,9.012166424673309,Low
6.9,0.22,0.37,2.772588722239781,0.05164323315183845,59.0,178.0,0.9992,3.37,0.82,9.5,7,9.507606084867895,High
8.1,0.17,0.44,2.714694743820879,0.05164323315183845,43.0,145.0,1.0006,3.28,0.75,8.8,8,8.794723166100342,High
6.0,0.395,0.0,0.8754687373538999,0.04114194333117518,7.0,55.0,0.99135,3.37,0.38,11.2,4,11.297725324053058,Low
7.8,0.29,0.22,2.3513752571634776,0.05448818528406973,44.0,213.0,0.99715,3.08,0.61,9.3,6,9.326580755152184,Low
6.9,0.22,0.37,2.772588722239781,0.05164323315183845,59.0,178.0,0.9992,3.37,0.82,9.5,7,9.507606084867895,High
8.1,0.17,0.44,2.714694743820879,0.05164323315183845,43.0,145.0,1.0006,3.28,0.75,8.8,8,8.794723166100342,High
7.6,0.3,0.27,2.451005098112319,0.038258712117090345,31.0,119.0,0.99815,3.27,0.3,9.3,6,9.31723688824325,Low
7.7,0.34,0.28,2.4849066497880004,0.039220713153281295,31.0,117.0,0.99815,3.27,0.29,9.2,6,9.217051545358913,Low
7.7,0.34,0.28,2.4849066497880004,0.039220713153281295,31.0,117.0,0.99815,3.27,0.29,9.2,6,9.217051545358913,Low
5.8,0.34,0.16,2.0794415416798357,0.03633192924739028,26.0,116.0,0.9949,3.46,0.45,10.0,7,10.05126143330988,High
7.6,0.3,0.27,2.451005098112319,0.038258712117090345,31.0,119.0,0.99815,3.27,0.3,9.3,6,9.31723688824325,Low
7.7,0.34,0.28,2.4849066497880004,0.039220713153281295,31.0,117.0,0.99815,3.27,0.29,9.2,6,9.217051545358913,Low
5.9,0.24,0.3,1.0986122886681098,0.032467190137501496,28.0,92.0,0.99225,3.39,0.69,10.9,7,10.985134794658604,High
6.4,0.46,0.08,1.7749523509116738,0.044973365642731154,34.0,144.0,0.99445,3.1,0.56,10.0,5,10.055809744079642,Low
5.9,0.24,0.3,1.0986122886681098,0.032467190137501496,28.0,92.0,0.99225,3.39,0.69,10.9,7,10.985134794658604,High
7.4,0.32,0.27,0.8754687373538999,0.04783732941416013,38.0,173.0,0.99335,3.03,0.52,9.3,5,9.362259022499623,Low
7.2,0.31,0.26,2.1162555148025524,0.048790164169432,37.0,157.0,0.99625,3.09,0.43,9.0,5,9.03387703889586,Low
6.9,0.24,0.33,2.6026896854443837,0.044973365642731154,47.0,153.0,0.9983,3.28,0.77,9.6,6,9.616347791245117,Low
5.4,0.18,0.24,1.7578579175523736,0.04018178963283184,30.0,113.0,0.99445,3.42,0.4,9.4,6,9.452461159434865,Low
6.0,0.18,0.31,0.8754687373538999,0.03536714383729131,14.0,75.0,0.99085,3.34,0.58,11.1,8,11.202502901549174,High
7.8,0.27,0.58,2.501435951739211,0.03536714383729131,44.0,161.0,0.9977,3.06,0.41,8.9,6,8.920517189535932,Low
6.0,0.28,0.49,2.0541237336955462,0.046883585898850416,61.0,222.0,0.9953,3.19,0.47,9.3,5,9.343916407113435,Low
6.8,0.39,0.35,2.533696813957432,0.04305948946044697,57.0,220.0,0.99775,3.07,0.53,9.3,5,9.320972187421699,Low
6.6,0.21,0.31,2.517696472610991,0.038258712117090345,46.0,165.0,0.99795,3.41,0.44,9.8,7,9.820131269101658,High
7.3,0.32,0.34,2.028148247292285,0.03149866705937099,24.0,112.0,0.99505,3.22,0.46,9.8,6,9.848751319029196,Low
7.8,0.27,0.58,2.501435951739211,0.03536714383729131,44.0,161.0,0.9977,3.06,0.41,8.9,6,8.920517189535932,Low
6.4,0.31,0.26,2.653241964607215,0.044973365642731154,57.0,205.0,0.9975,3.17,0.41,9.6,5,9.62406015037594,Low
6.2,0.29,0.26,2.6461747973841225,0.044973365642731154,55.0,204.0,0.99745,3.16,0.41,9.6,6,9.62454258358815,Low
6.0,0.39,0.17,2.5649493574615367,0.044973365642731154,65.0,246.0,0.9976,3.15,0.38,9.0,6,9.021651964715316,Low
